Date,Headline,Summary,Link,Ticker,RetrievalScore,Sentiment
,US-China trade talks hold the key to commodity moves next week,"On the data front, US consumer inflation and retail sales data will be key to watch. The Fed has recently warned of stagflation risks, so hotter-than-expected inflation coupled with weaker retail sales could further reduce the likelihood of near-term rate cuts.",https://www.moneycontrol.com/news/business/commodities/us-china-trade-talks-hold-the-key-to-commodity-moves-next-week-13020069.html,MSFT,0.383,negative
,US-China trade talks hold the key to commodity moves next week,"On the data front, US consumer inflation and retail sales data will be key to watch. The Fed has recently warned of stagflation risks, so hotter-than-expected inflation coupled with weaker retail sales could further reduce the likelihood of near-term rate cuts.",https://www.moneycontrol.com/news/business/commodities/us-china-trade-talks-hold-the-key-to-commodity-moves-next-week-13020069.html,AAPL,0.369,negative
,"Chartist Talks: SBI Securities' Sudeep Shah advises caution, picks these 2 bluechips","Talking about crucial levels, the zone of 23,850-23,800 will act as a crucial support for the Nifty 50 next week. However, on the upside, the zone of 24,250-24,300 will act as a crucial hurdle for the index, said Sudeep Shah of SBI Securities.",https://www.moneycontrol.com/news/business/markets/chartist-talks-sbi-securities-sudeep-shah-advises-caution-picks-these-2-bluechips-13020066.html,GOOG,0.444,neutral
,"Chartist Talks: SBI Securities' Sudeep Shah advises caution, picks these 2 bluechips","Talking about crucial levels, the zone of 23,850-23,800 will act as a crucial support for the Nifty 50 next week. However, on the upside, the zone of 24,250-24,300 will act as a crucial hurdle for the index, said Sudeep Shah of SBI Securities.",https://www.moneycontrol.com/news/business/markets/chartist-talks-sbi-securities-sudeep-shah-advises-caution-picks-these-2-bluechips-13020066.html,AAPL,0.388,neutral
,"Chartist Talks: SBI Securities' Sudeep Shah advises caution, picks these 2 bluechips","Talking about crucial levels, the zone of 23,850-23,800 will act as a crucial support for the Nifty 50 next week. However, on the upside, the zone of 24,250-24,300 will act as a crucial hurdle for the index, said Sudeep Shah of SBI Securities.",https://www.moneycontrol.com/news/business/markets/chartist-talks-sbi-securities-sudeep-shah-advises-caution-picks-these-2-bluechips-13020066.html,MSFT,0.379,neutral
,"Daily Voice: India-Pakistan escalation can trigger 5-6% correction, Nifty support around 22,000, says Narnolia's Shailendra Kumar","Any Nifty correction due to heightened conflict concerns between India and Pakistan would present a favourable opportunity to initiate investments, said Narnolia's Shailendra Kumar.",https://www.moneycontrol.com/news/business/markets/daily-voice-india-pakistan-escalation-can-trigger-5-6-correction-nifty-support-around-22-000-says-narnolia-s-shailendra-kumar-13020062.html,GOOG,0.382,positive
,"Daily Voice: India-Pakistan escalation can trigger 5-6% correction, Nifty support around 22,000, says Narnolia's Shailendra Kumar","Any Nifty correction due to heightened conflict concerns between India and Pakistan would present a favourable opportunity to initiate investments, said Narnolia's Shailendra Kumar.",https://www.moneycontrol.com/news/business/markets/daily-voice-india-pakistan-escalation-can-trigger-5-6-correction-nifty-support-around-22-000-says-narnolia-s-shailendra-kumar-13020062.html,MSFT,0.372,positive
,"Daily Voice: India-Pakistan escalation can trigger 5-6% correction, Nifty support around 22,000, says Narnolia's Shailendra Kumar","Any Nifty correction due to heightened conflict concerns between India and Pakistan would present a favourable opportunity to initiate investments, said Narnolia's Shailendra Kumar.",https://www.moneycontrol.com/news/business/markets/daily-voice-india-pakistan-escalation-can-trigger-5-6-correction-nifty-support-around-22-000-says-narnolia-s-shailendra-kumar-13020062.html,AAPL,0.357,positive
,"Fact check: Government flags fake X accounts impersonating Vyomika Singh, Sofia Qureshi",The Press Information Bureau’s (PIB) fact-checking unit has clarified that neither Wing Commander Vyomika Singh nor Colonel Sofia Qureshi maintains an official presence on X.,https://www.moneycontrol.com/news/business/fact-check-government-flags-fake-x-accounts-impersonating-vyomika-singh-sofia-qureshi-13019951.html,GOOG,0.334,negative
,"Fact check: Government flags fake X accounts impersonating Vyomika Singh, Sofia Qureshi",The Press Information Bureau’s (PIB) fact-checking unit has clarified that neither Wing Commander Vyomika Singh nor Colonel Sofia Qureshi maintains an official presence on X.,https://www.moneycontrol.com/news/business/fact-check-government-flags-fake-x-accounts-impersonating-vyomika-singh-sofia-qureshi-13019951.html,MSFT,0.326,negative
,"Fact check: Government flags fake X accounts impersonating Vyomika Singh, Sofia Qureshi",The Press Information Bureau’s (PIB) fact-checking unit has clarified that neither Wing Commander Vyomika Singh nor Colonel Sofia Qureshi maintains an official presence on X.,https://www.moneycontrol.com/news/business/fact-check-government-flags-fake-x-accounts-impersonating-vyomika-singh-sofia-qureshi-13019951.html,AAPL,0.322,negative
,SP Group launches internal inquiry on arrest of executive in bribery case,"The CBI arrested Jeevan Lal Lavidiya, Commissioner of Income Tax (Exemption), Hyderabad, for allegedly accepting a bribe of ₹70 lakh to favour the Shapoorji Pallonji Group.",https://www.moneycontrol.com/news/business/sp-group-launches-internal-inquiry-on-arrest-of-executive-in-bribery-case-13019943.html,GOOG,0.378,negative
,SP Group launches internal inquiry on arrest of executive in bribery case,"The CBI arrested Jeevan Lal Lavidiya, Commissioner of Income Tax (Exemption), Hyderabad, for allegedly accepting a bribe of ₹70 lakh to favour the Shapoorji Pallonji Group.",https://www.moneycontrol.com/news/business/sp-group-launches-internal-inquiry-on-arrest-of-executive-in-bribery-case-13019943.html,MSFT,0.324,negative
,SP Group launches internal inquiry on arrest of executive in bribery case,"The CBI arrested Jeevan Lal Lavidiya, Commissioner of Income Tax (Exemption), Hyderabad, for allegedly accepting a bribe of ₹70 lakh to favour the Shapoorji Pallonji Group.",https://www.moneycontrol.com/news/business/sp-group-launches-internal-inquiry-on-arrest-of-executive-in-bribery-case-13019943.html,AAPL,0.311,negative
,"Adani Power to supply 1,500 MW to Uttar Pradesh","This is further to the Uttar Pradesh cabinet approving the project earlier this month, a company statement said.",https://www.moneycontrol.com/news/business/adani-power-to-supply-1-500-mw-to-uttar-pradesh-13019937.html,MSFT,0.4,neutral
,"Adani Power to supply 1,500 MW to Uttar Pradesh","This is further to the Uttar Pradesh cabinet approving the project earlier this month, a company statement said.",https://www.moneycontrol.com/news/business/adani-power-to-supply-1-500-mw-to-uttar-pradesh-13019937.html,GOOG,0.376,neutral
,"Adani Power to supply 1,500 MW to Uttar Pradesh","This is further to the Uttar Pradesh cabinet approving the project earlier this month, a company statement said.",https://www.moneycontrol.com/news/business/adani-power-to-supply-1-500-mw-to-uttar-pradesh-13019937.html,AAPL,0.371,neutral
,"Govt calls on Bharat Forge, Mahindra to expand production of key defence equipment: Report","Private vendors have been directed to enhance supplies of anti-drone and smart ammunition, as well as armoured vehicles capable of integrating loitering munitions and guided missiles.",https://www.moneycontrol.com/news/business/govt-calls-on-bharat-forge-mahindra-to-expand-production-of-key-defence-equipment-report-13019928.html,MSFT,0.459,positive
,"Govt calls on Bharat Forge, Mahindra to expand production of key defence equipment: Report","Private vendors have been directed to enhance supplies of anti-drone and smart ammunition, as well as armoured vehicles capable of integrating loitering munitions and guided missiles.",https://www.moneycontrol.com/news/business/govt-calls-on-bharat-forge-mahindra-to-expand-production-of-key-defence-equipment-report-13019928.html,AAPL,0.447,positive
,"Govt calls on Bharat Forge, Mahindra to expand production of key defence equipment: Report","Private vendors have been directed to enhance supplies of anti-drone and smart ammunition, as well as armoured vehicles capable of integrating loitering munitions and guided missiles.",https://www.moneycontrol.com/news/business/govt-calls-on-bharat-forge-mahindra-to-expand-production-of-key-defence-equipment-report-13019928.html,GOOG,0.42,positive
,"CBI arrests Commissioner IT, Shapoorji Pallonji group executive in Rs 70 lakh bribery case","Lavidiya, a 2004-batch Indian Revenue Service officer, was arrested along with Viral Kantilal Mehta, Deputy General Manager (Taxation) of Shapoorji Pallonji Group; Sairam Palisetty; Natta Veera Naga Sri Ram Gopal; and Sajida Majhar Hussain Shah, they said.",https://www.moneycontrol.com/news/business/cbi-arrests-commissioner-it-shapoorji-pallonji-group-executive-in-rs-70-lakh-bribery-case-13019914.html,GOOG,0.4,negative
,"CBI arrests Commissioner IT, Shapoorji Pallonji group executive in Rs 70 lakh bribery case","Lavidiya, a 2004-batch Indian Revenue Service officer, was arrested along with Viral Kantilal Mehta, Deputy General Manager (Taxation) of Shapoorji Pallonji Group; Sairam Palisetty; Natta Veera Naga Sri Ram Gopal; and Sajida Majhar Hussain Shah, they said.",https://www.moneycontrol.com/news/business/cbi-arrests-commissioner-it-shapoorji-pallonji-group-executive-in-rs-70-lakh-bribery-case-13019914.html,MSFT,0.351,negative
,"CBI arrests Commissioner IT, Shapoorji Pallonji group executive in Rs 70 lakh bribery case","Lavidiya, a 2004-batch Indian Revenue Service officer, was arrested along with Viral Kantilal Mehta, Deputy General Manager (Taxation) of Shapoorji Pallonji Group; Sairam Palisetty; Natta Veera Naga Sri Ram Gopal; and Sajida Majhar Hussain Shah, they said.",https://www.moneycontrol.com/news/business/cbi-arrests-commissioner-it-shapoorji-pallonji-group-executive-in-rs-70-lakh-bribery-case-13019914.html,AAPL,0.318,negative
,Bombay HC stays Bhool Chuk Maaf's Prime Video premier as PVR Inox takes Maddock to court,"While the film was supposed to release on May 9, Maddock Films in a tweet on May 8 said that it will take the direct to  streaming route due to the rising tensions between India and Pakistan.",https://www.moneycontrol.com/entertainment/bombay-hc-stays-bhool-chuk-maaf-s-prime-video-premier-as-pvr-inox-takes-maddock-to-court-article-13019879.html,GOOG,0.394,negative
,Bombay HC stays Bhool Chuk Maaf's Prime Video premier as PVR Inox takes Maddock to court,"While the film was supposed to release on May 9, Maddock Films in a tweet on May 8 said that it will take the direct to  streaming route due to the rising tensions between India and Pakistan.",https://www.moneycontrol.com/entertainment/bombay-hc-stays-bhool-chuk-maaf-s-prime-video-premier-as-pvr-inox-takes-maddock-to-court-article-13019879.html,AAPL,0.356,negative
,Bombay HC stays Bhool Chuk Maaf's Prime Video premier as PVR Inox takes Maddock to court,"While the film was supposed to release on May 9, Maddock Films in a tweet on May 8 said that it will take the direct to  streaming route due to the rising tensions between India and Pakistan.",https://www.moneycontrol.com/entertainment/bombay-hc-stays-bhool-chuk-maaf-s-prime-video-premier-as-pvr-inox-takes-maddock-to-court-article-13019879.html,MSFT,0.319,negative
,How To Use ChatGPT To Create a Loan Prepayment Plan: A Step-By-Step Guide,Become debt-free faster and save big on interest by planning your loan prepayment. Here's how ChatGPT can help you make a customized plan for yourself.,https://www.moneycontrol.com/news/business/personal-finance/how-to-use-chatgpt-to-create-a-loan-prepayment-plan-a-step-by-step-guide-13019521.html,GOOG,0.405,neutral
,How To Use ChatGPT To Create a Loan Prepayment Plan: A Step-By-Step Guide,Become debt-free faster and save big on interest by planning your loan prepayment. Here's how ChatGPT can help you make a customized plan for yourself.,https://www.moneycontrol.com/news/business/personal-finance/how-to-use-chatgpt-to-create-a-loan-prepayment-plan-a-step-by-step-guide-13019521.html,AAPL,0.391,neutral
,How To Use ChatGPT To Create a Loan Prepayment Plan: A Step-By-Step Guide,Become debt-free faster and save big on interest by planning your loan prepayment. Here's how ChatGPT can help you make a customized plan for yourself.,https://www.moneycontrol.com/news/business/personal-finance/how-to-use-chatgpt-to-create-a-loan-prepayment-plan-a-step-by-step-guide-13019521.html,MSFT,0.37,neutral
,Delhi airport cancels 60 domestic flights due to Pak escalation after Operation Sindoor: Sources,"For now, flight restrictions across north and west India will remain in place till May 15. According to estimates,  around 650 domestic flights were cancelled as a precautionary measure on May 10.",https://www.moneycontrol.com/news/business/60-domestic-flights-cancelled-at-delhi-airport-due-to-pak-escalation-after-operation-sindoor-13019825.html,MSFT,0.336,negative
,Delhi airport cancels 60 domestic flights due to Pak escalation after Operation Sindoor: Sources,"For now, flight restrictions across north and west India will remain in place till May 15. According to estimates,  around 650 domestic flights were cancelled as a precautionary measure on May 10.",https://www.moneycontrol.com/news/business/60-domestic-flights-cancelled-at-delhi-airport-due-to-pak-escalation-after-operation-sindoor-13019825.html,GOOG,0.327,negative
,Delhi airport cancels 60 domestic flights due to Pak escalation after Operation Sindoor: Sources,"For now, flight restrictions across north and west India will remain in place till May 15. According to estimates,  around 650 domestic flights were cancelled as a precautionary measure on May 10.",https://www.moneycontrol.com/news/business/60-domestic-flights-cancelled-at-delhi-airport-due-to-pak-escalation-after-operation-sindoor-13019825.html,AAPL,0.267,negative
,"Ixigo suspends flight and hotel bookings for Turkey, Azerbaijan, and China","Ixigo in a post on X issued a statement saying, ""In solidarity with our nation, we have suspended flight and hotel bookings for Turkey, Azerbaijan, and China.""",https://www.moneycontrol.com/news/business/ixigo-suspends-flight-and-hotel-bookings-for-turkey-azerbaijan-and-china-13019828.html,GOOG,0.468,negative
,"Ixigo suspends flight and hotel bookings for Turkey, Azerbaijan, and China","Ixigo in a post on X issued a statement saying, ""In solidarity with our nation, we have suspended flight and hotel bookings for Turkey, Azerbaijan, and China.""",https://www.moneycontrol.com/news/business/ixigo-suspends-flight-and-hotel-bookings-for-turkey-azerbaijan-and-china-13019828.html,MSFT,0.461,negative
,"Ixigo suspends flight and hotel bookings for Turkey, Azerbaijan, and China","Ixigo in a post on X issued a statement saying, ""In solidarity with our nation, we have suspended flight and hotel bookings for Turkey, Azerbaijan, and China.""",https://www.moneycontrol.com/news/business/ixigo-suspends-flight-and-hotel-bookings-for-turkey-azerbaijan-and-china-13019828.html,AAPL,0.412,negative
,Swiggy recovers some lost ground in food delivery from Zomato in Q4FY25,"Swiggy's food delivery business saw its adjusted EBITDA margins go up to 2.9 percent in Q4FY25, from 0.5 percent in Q4FY24.",https://www.moneycontrol.com/news/business/startup/swiggy-recovers-some-lost-ground-in-food-delivery-from-zomato-in-q4fy25-13019804.html,GOOG,0.436,positive
,Swiggy recovers some lost ground in food delivery from Zomato in Q4FY25,"Swiggy's food delivery business saw its adjusted EBITDA margins go up to 2.9 percent in Q4FY25, from 0.5 percent in Q4FY24.",https://www.moneycontrol.com/news/business/startup/swiggy-recovers-some-lost-ground-in-food-delivery-from-zomato-in-q4fy25-13019804.html,MSFT,0.39,positive
,Swiggy recovers some lost ground in food delivery from Zomato in Q4FY25,"Swiggy's food delivery business saw its adjusted EBITDA margins go up to 2.9 percent in Q4FY25, from 0.5 percent in Q4FY24.",https://www.moneycontrol.com/news/business/startup/swiggy-recovers-some-lost-ground-in-food-delivery-from-zomato-in-q4fy25-13019804.html,AAPL,0.366,positive
,Bomb blast threat to Indore's Holkar Stadium mentions 'Operation Sindoor'; turns out hoax,"MPCA's (Madhya Pradesh Cricket Association) official email (ID) on Friday received a threatening message. The email, written in English, mentions that the stadium will be blasted due to 'Operation Sindoor' (of Indian armed forces),"" Tukoganj police station in-charge Jitendra Singh Yadav told PTI",https://www.moneycontrol.com/news/business/bomb-blast-threat-to-indore-s-holkar-stadium-mentions-operation-sindoor-turns-out-hoax-13019795.html,GOOG,0.4,negative
,Bomb blast threat to Indore's Holkar Stadium mentions 'Operation Sindoor'; turns out hoax,"MPCA's (Madhya Pradesh Cricket Association) official email (ID) on Friday received a threatening message. The email, written in English, mentions that the stadium will be blasted due to 'Operation Sindoor' (of Indian armed forces),"" Tukoganj police station in-charge Jitendra Singh Yadav told PTI",https://www.moneycontrol.com/news/business/bomb-blast-threat-to-indore-s-holkar-stadium-mentions-operation-sindoor-turns-out-hoax-13019795.html,MSFT,0.338,negative
,Bomb blast threat to Indore's Holkar Stadium mentions 'Operation Sindoor'; turns out hoax,"MPCA's (Madhya Pradesh Cricket Association) official email (ID) on Friday received a threatening message. The email, written in English, mentions that the stadium will be blasted due to 'Operation Sindoor' (of Indian armed forces),"" Tukoganj police station in-charge Jitendra Singh Yadav told PTI",https://www.moneycontrol.com/news/business/bomb-blast-threat-to-indore-s-holkar-stadium-mentions-operation-sindoor-turns-out-hoax-13019795.html,AAPL,0.312,negative
,Border tensions snap market's three-week gaining streak despite net FII buying for the week,"The benchmark indices ended a three-week gaining streak with a one percent fall, with nearly 40 Nifty 50 names ending in the red on a weekly basis.",https://www.moneycontrol.com/news/business/markets/border-tensions-snap-market-s-three-week-gaining-streak-despite-net-fii-buying-for-the-week-13019658.html,GOOG,0.406,negative
,Border tensions snap market's three-week gaining streak despite net FII buying for the week,"The benchmark indices ended a three-week gaining streak with a one percent fall, with nearly 40 Nifty 50 names ending in the red on a weekly basis.",https://www.moneycontrol.com/news/business/markets/border-tensions-snap-market-s-three-week-gaining-streak-despite-net-fii-buying-for-the-week-13019658.html,MSFT,0.375,negative
,Border tensions snap market's three-week gaining streak despite net FII buying for the week,"The benchmark indices ended a three-week gaining streak with a one percent fall, with nearly 40 Nifty 50 names ending in the red on a weekly basis.",https://www.moneycontrol.com/news/business/markets/border-tensions-snap-market-s-three-week-gaining-streak-despite-net-fii-buying-for-the-week-13019658.html,AAPL,0.344,negative
,"G7 urges India and Pakistan to de-escalate, condemns Pahalgam attack",The G7 foreign ministers cautioned that any intensification of hostilities could pose a serious threat to regional peace,https://www.moneycontrol.com/world/g7-urges-india-and-pakistan-to-de-escalate-condemns-pahalgam-attack-article-13019713.html,GOOG,0.411,negative
,"G7 urges India and Pakistan to de-escalate, condemns Pahalgam attack",The G7 foreign ministers cautioned that any intensification of hostilities could pose a serious threat to regional peace,https://www.moneycontrol.com/world/g7-urges-india-and-pakistan-to-de-escalate-condemns-pahalgam-attack-article-13019713.html,AAPL,0.389,negative
,"G7 urges India and Pakistan to de-escalate, condemns Pahalgam attack",The G7 foreign ministers cautioned that any intensification of hostilities could pose a serious threat to regional peace,https://www.moneycontrol.com/world/g7-urges-india-and-pakistan-to-de-escalate-condemns-pahalgam-attack-article-13019713.html,MSFT,0.382,negative
,Can you get a credit loan with low CIBIL score? Check these key details,Worried about getting a loan with a low cibil score? Here's how to get one with the right strategy and lender.,https://www.moneycontrol.com/news/business/personal-finance/can-you-get-a-credit-loan-with-low-cibil-score-check-these-key-details-13017397.html,GOOG,0.35,neutral
,Can you get a credit loan with low CIBIL score? Check these key details,Worried about getting a loan with a low cibil score? Here's how to get one with the right strategy and lender.,https://www.moneycontrol.com/news/business/personal-finance/can-you-get-a-credit-loan-with-low-cibil-score-check-these-key-details-13017397.html,MSFT,0.328,neutral
,Can you get a credit loan with low CIBIL score? Check these key details,Worried about getting a loan with a low cibil score? Here's how to get one with the right strategy and lender.,https://www.moneycontrol.com/news/business/personal-finance/can-you-get-a-credit-loan-with-low-cibil-score-check-these-key-details-13017397.html,AAPL,0.323,neutral
,Market snaps 3-week gaining streak amid Indo-Pak war tensions,The Indian rupee ended lower against the US dollar as domestic currency slipped 81 to end at 85.37 per dollar on May 9 against the May 2 closing of 84.56.,https://www.moneycontrol.com/news/photos/business/markets/market-snaps-3-week-gaining-streak-amid-indo-pak-war-tensions-13019637.html,GOOG,0.399,negative
,Market snaps 3-week gaining streak amid Indo-Pak war tensions,The Indian rupee ended lower against the US dollar as domestic currency slipped 81 to end at 85.37 per dollar on May 9 against the May 2 closing of 84.56.,https://www.moneycontrol.com/news/photos/business/markets/market-snaps-3-week-gaining-streak-amid-indo-pak-war-tensions-13019637.html,AAPL,0.346,negative
,Market snaps 3-week gaining streak amid Indo-Pak war tensions,The Indian rupee ended lower against the US dollar as domestic currency slipped 81 to end at 85.37 per dollar on May 9 against the May 2 closing of 84.56.,https://www.moneycontrol.com/news/photos/business/markets/market-snaps-3-week-gaining-streak-amid-indo-pak-war-tensions-13019637.html,MSFT,0.332,negative
,"Top 3 trade adjustments, explained by Shubham Agarwal",Trade Adjustments means modifications done to the original position to accommodate the move that happened after the trade was taken.,https://www.moneycontrol.com/news/trends/expert-columns/top-3-trade-adjustments-explained-by-shubham-agarwal-13019188.html,GOOG,0.386,neutral
,"Top 3 trade adjustments, explained by Shubham Agarwal",Trade Adjustments means modifications done to the original position to accommodate the move that happened after the trade was taken.,https://www.moneycontrol.com/news/trends/expert-columns/top-3-trade-adjustments-explained-by-shubham-agarwal-13019188.html,AAPL,0.327,neutral
,"Top 3 trade adjustments, explained by Shubham Agarwal",Trade Adjustments means modifications done to the original position to accommodate the move that happened after the trade was taken.,https://www.moneycontrol.com/news/trends/expert-columns/top-3-trade-adjustments-explained-by-shubham-agarwal-13019188.html,MSFT,0.322,neutral
,RBI asks banks to remain alert to cyber threats as Pakistan conflict snowballs,PSU banks have already started a daily review of branches for cash availability and safety of employees,https://www.moneycontrol.com/news/business/banks/rbi-asks-banks-to-remain-alert-to-cyber-threats-as-pakistan-conflict-snowballs-13019679.html,GOOG,0.473,neutral
,RBI asks banks to remain alert to cyber threats as Pakistan conflict snowballs,PSU banks have already started a daily review of branches for cash availability and safety of employees,https://www.moneycontrol.com/news/business/banks/rbi-asks-banks-to-remain-alert-to-cyber-threats-as-pakistan-conflict-snowballs-13019679.html,AAPL,0.433,neutral
,RBI asks banks to remain alert to cyber threats as Pakistan conflict snowballs,PSU banks have already started a daily review of branches for cash availability and safety of employees,https://www.moneycontrol.com/news/business/banks/rbi-asks-banks-to-remain-alert-to-cyber-threats-as-pakistan-conflict-snowballs-13019679.html,MSFT,0.392,neutral
,Moneycontrol Pro Weekender | The Right Time to Strike Hard: Why India must raise the stakes with Pakistan,What is required is a decisive show of strength — -a big stick to drive home the message that India will no longer tolerate cross-border terrorism,https://www.moneycontrol.com/news/business/moneycontrol-pro-weekender-the-right-time-to-strike-hard-why-india-must-raise-the-stakes-with-pakistan-13019297.html,GOOG,0.355,neutral
,Moneycontrol Pro Weekender | The Right Time to Strike Hard: Why India must raise the stakes with Pakistan,What is required is a decisive show of strength — -a big stick to drive home the message that India will no longer tolerate cross-border terrorism,https://www.moneycontrol.com/news/business/moneycontrol-pro-weekender-the-right-time-to-strike-hard-why-india-must-raise-the-stakes-with-pakistan-13019297.html,AAPL,0.309,neutral
,Moneycontrol Pro Weekender | The Right Time to Strike Hard: Why India must raise the stakes with Pakistan,What is required is a decisive show of strength — -a big stick to drive home the message that India will no longer tolerate cross-border terrorism,https://www.moneycontrol.com/news/business/moneycontrol-pro-weekender-the-right-time-to-strike-hard-why-india-must-raise-the-stakes-with-pakistan-13019297.html,MSFT,0.299,neutral
,IMF hails Pakistan's 'significant progress in stabilising economy' while approving $2.4-billion aid,"Risks to the outlook, however, remain elevated, particularly from global economic policy uncertainty, rising geopolitical tensions, and persistent domestic vulnerabilities, the IMF said",https://www.moneycontrol.com/news/business/imf-hails-pakistan-s-significant-progress-in-stabilising-economy-while-approving-additional-2-4-billion-aid-13019630.html,GOOG,0.431,positive
,IMF hails Pakistan's 'significant progress in stabilising economy' while approving $2.4-billion aid,"Risks to the outlook, however, remain elevated, particularly from global economic policy uncertainty, rising geopolitical tensions, and persistent domestic vulnerabilities, the IMF said",https://www.moneycontrol.com/news/business/imf-hails-pakistan-s-significant-progress-in-stabilising-economy-while-approving-additional-2-4-billion-aid-13019630.html,AAPL,0.407,positive
,IMF hails Pakistan's 'significant progress in stabilising economy' while approving $2.4-billion aid,"Risks to the outlook, however, remain elevated, particularly from global economic policy uncertainty, rising geopolitical tensions, and persistent domestic vulnerabilities, the IMF said",https://www.moneycontrol.com/news/business/imf-hails-pakistan-s-significant-progress-in-stabilising-economy-while-approving-additional-2-4-billion-aid-13019630.html,MSFT,0.404,positive
,Wall Street closes near flat with focus on US-China talks,"The Dow Jones Industrial Average fell 119.07 points, or 0.29%, to 41,249.38, the S&P 500 lost 4.03 points, or 0.07%, to 5,659.91 and the Nasdaq Composite gained 0.78 points, or flat, to 17,928.92.",https://www.moneycontrol.com/news/business/markets/wall-street-closes-near-flat-with-focus-on-us-china-talks-13019636.html,AAPL,0.412,negative
,Wall Street closes near flat with focus on US-China talks,"The Dow Jones Industrial Average fell 119.07 points, or 0.29%, to 41,249.38, the S&P 500 lost 4.03 points, or 0.07%, to 5,659.91 and the Nasdaq Composite gained 0.78 points, or flat, to 17,928.92.",https://www.moneycontrol.com/news/business/markets/wall-street-closes-near-flat-with-focus-on-us-china-talks-13019636.html,GOOG,0.395,negative
,Wall Street closes near flat with focus on US-China talks,"The Dow Jones Industrial Average fell 119.07 points, or 0.29%, to 41,249.38, the S&P 500 lost 4.03 points, or 0.07%, to 5,659.91 and the Nasdaq Composite gained 0.78 points, or flat, to 17,928.92.",https://www.moneycontrol.com/news/business/markets/wall-street-closes-near-flat-with-focus-on-us-china-talks-13019636.html,MSFT,0.394,negative
,"Chartist Talks: ICICI Securities' Dharmesh Shah advises not to panic amid Indo-Pak tension-led correction, steam still left in defence pack","Looking at the broader bullish structure, Dharmesh Shah of ICICI Securities believes there is still steam left in the defence pack",https://www.moneycontrol.com/news/business/markets/chartist-talks-icici-securities-dharmesh-shah-advises-not-to-panic-amid-indo-pak-tension-led-correction-steam-still-left-in-defence-pack-13019558.html,GOOG,0.424,neutral
